item	total	count part-1	specif part-1	count part-2	specif part-2	count part-3	specif part-3	count part-4	specif part-4	count part-5	specif part-5	count part-6	specif part-6	count part-7	specif part-7	count part-8	specif part-8	count part-9	specif part-9	count part-10	specif part-10	count part-11	specif part-11	count part-12	specif part-12	count part-13	specif part-13	count part-14	specif part-14	count part-15	specif part-15	count part-16	specif part-16	count part-17	specif part-17	count part-18	specif part-18	count part-19	specif part-19	count part-20	specif part-20	count part-21	specif part-21	count part-22	specif part-22	count part-23	specif part-23	count part-24	specif part-24	count part-25	specif part-25	count part-26	specif part-26	count part-27	specif part-27	count part-28	specif part-28	count part-29	specif part-29	count part-30	specif part-30	count part-31	specif part-31	count part-32	specif part-32	count part-33	specif part-33	count part-34	specif part-34	count part-35	specif part-35	count part-36	specif part-36	count part-37	specif part-37	count part-38	specif part-38	count part-39	specif part-39	count part-40	specif part-40	count part-41	specif part-41	count part-42	specif part-42	count part-43	specif part-43	count part-44	specif part-44	count part-45	specif part-45	count part-46	specif part-46	count part-47	specif part-47	count part-48	specif part-48	count part-49	specif part-49	count part-50	specif part-50
100	6	0	0.01	1	0.85	0	0.03	0	0.03	0	0.10	0	0.05	0	0.01	0	0.01	0	0.03	0	0.12	0	0.15	0	0.04	0	0.16	0	0.06	0	0.04	0	0.05	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	0	0.03	0	0.05	0	0.05	0	0.02	0	0.04	1	1.01	0	0.02	0	0.03	0	0.02	0	0.10	1	0.99	0	0.02	0	0.03	0	-0.48	0	0.04	0	0.11	0	0.03	1	1.18	2	2.03	0	0.03	0	0.01	0	0.03	0	0.01	0	0.04	0	0.02	0	0.01	0	0.06	0	0.02	0	0.02
под	6	0	0.01	1	0.85	0	0.03	0	0.03	0	0.10	0	0.05	0	0.01	0	0.01	0	0.03	0	0.12	1	0.59	0	0.04	2	1.37	0	0.06	0	0.04	1	0.98	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	0	0.03	0	0.05	0	0.05	0	0.02	0	0.04	0	0.05	0	0.02	0	0.03	0	0.02	0	0.10	0	0.05	0	0.02	0	0.03	0	-0.48	0	0.04	0	0.11	0	0.03	0	0.03	0	0.07	0	0.03	0	0.01	1	1.20	0	0.01	0	0.04	0	0.02	0	0.01	0	0.06	0	0.02	0	0.02
случае	6	0	0.01	2	2.01	0	0.03	0	0.03	0	0.10	0	0.05	0	0.01	0	0.01	0	0.03	0	0.12	1	0.59	1	1.03	0	0.16	1	0.94	0	0.04	0	0.05	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	0	0.03	0	0.05	0	0.05	0	0.02	0	0.04	0	0.05	0	0.02	0	0.03	0	0.02	0	0.10	0	0.05	0	0.02	0	0.03	0	-0.48	0	0.04	0	0.11	0	0.03	0	0.03	0	0.07	0	0.03	0	0.01	0	0.03	0	0.01	0	0.04	0	0.02	0	0.01	1	0.90	0	0.02	0	0.02
выглядит	6	0	0.01	1	0.85	0	0.03	0	0.03	2	1.73	0	0.05	0	0.01	0	0.01	1	1.24	0	0.12	0	0.15	0	0.04	0	0.16	0	0.06	0	0.04	0	0.05	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	0	0.03	0	0.05	0	0.05	0	0.02	0	0.04	0	0.05	0	0.02	0	0.03	0	0.02	2	1.73	0	0.05	0	0.02	0	0.03	0	-0.48	0	0.04	0	0.11	0	0.03	0	0.03	0	0.07	0	0.03	0	0.01	0	0.03	0	0.01	0	0.04	0	0.02	0	0.01	0	0.06	0	0.02	0	0.02
правое	6	0	0.01	1	0.85	1	1.15	0	0.03	1	0.73	0	0.05	0	0.01	0	0.01	0	0.03	0	0.12	0	0.15	0	0.04	0	0.16	0	0.06	0	0.04	0	0.05	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	1	1.23	0	0.05	0	0.05	0	0.02	0	0.04	0	0.05	0	0.02	0	0.03	0	0.02	1	0.73	0	0.05	0	0.02	0	0.03	0	-0.48	0	0.04	0	0.11	0	0.03	0	0.03	0	0.07	1	1.23	0	0.01	0	0.03	0	0.01	0	0.04	0	0.02	0	0.01	0	0.06	0	0.02	0	0.02
правый	6	0	0.01	1	0.85	1	1.15	0	0.03	1	0.73	0	0.05	0	0.01	0	0.01	0	0.03	0	0.12	0	0.15	0	0.04	0	0.16	0	0.06	0	0.04	0	0.05	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	0	0.03	0	0.05	0	0.05	0	0.02	0	0.04	0	0.05	0	0.02	0	0.03	0	0.02	1	0.73	0	0.05	0	0.02	0	0.03	0	-0.48	0	0.04	0	0.11	0	0.03	0	0.03	0	0.07	1	1.23	1	1.62	0	0.03	0	0.01	0	0.04	0	0.02	0	0.01	0	0.06	0	0.02	0	0.02
которая	6	0	0.01	1	0.85	1	1.15	1	1.23	0	0.10	0	0.05	0	0.01	0	0.01	0	0.03	0	0.12	1	0.59	0	0.04	0	0.16	0	0.06	0	0.04	0	0.05	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	0	0.03	0	0.05	0	0.05	0	0.02	0	0.04	0	0.05	0	0.02	0	0.03	0	0.02	0	0.10	1	0.99	0	0.02	0	0.03	0	-0.48	0	0.04	0	0.11	0	0.03	0	0.03	0	0.07	0	0.03	0	0.01	0	0.03	0	0.01	0	0.04	0	0.02	0	0.01	0	0.06	0	0.02	1	1.39
называется	6	0	0.01	1	0.85	1	1.15	0	0.03	0	0.10	0	0.05	0	0.01	0	0.01	0	0.03	0	0.12	1	0.59	0	0.04	0	0.16	0	0.06	1	1.09	0	0.05	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	1	1.23	0	0.05	0	0.05	0	0.02	0	0.04	1	1.01	0	0.02	0	0.03	0	0.02	0	0.10	0	0.05	0	0.02	0	0.03	0	-0.48	0	0.04	0	0.11	0	0.03	0	0.03	0	0.07	0	0.03	0	0.01	0	0.03	0	0.01	0	0.04	0	0.02	0	0.01	0	0.06	0	0.02	0	0.02
желудочки	6	0	0.01	1	0.85	1	1.15	0	0.03	1	0.73	0	0.05	0	0.01	0	0.01	0	0.03	0	0.12	1	0.59	0	0.04	0	0.16	0	0.06	0	0.04	0	0.05	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	0	0.03	0	0.05	0	0.05	0	0.02	0	0.04	0	0.05	0	0.02	0	0.03	0	0.02	1	0.73	0	0.05	0	0.02	0	0.03	0	-0.48	1	1.03	0	0.11	0	0.03	0	0.03	0	0.07	0	0.03	0	0.01	0	0.03	0	0.01	0	0.04	0	0.02	0	0.01	0	0.06	0	0.02	0	0.02
том	6	0	0.01	1	0.85	0	0.03	0	0.03	0	0.10	0	0.05	0	0.01	0	0.01	0	0.03	0	0.12	1	0.59	0	0.04	2	1.37	0	0.06	0	0.04	0	0.05	1	0.66	0	0.00	0	0.07	0	0.00	0	0.00	0	0.03	0	0.05	0	0.05	0	0.02	0	0.04	0	0.05	0	0.02	0	0.03	0	0.02	0	0.10	0	0.05	0	0.02	0	0.03	0	-0.48	0	0.04	0	0.11	0	0.03	0	0.03	0	0.07	0	0.03	0	0.01	0	0.03	0	0.01	0	0.04	1	1.45	0	0.01	0	0.06	0	0.02	0	0.02
свои	6	0	0.01	1	0.85	0	0.03	0	0.03	0	0.10	0	0.05	0	0.01	0	0.01	0	0.03	1	0.68	0	0.15	0	0.04	0	0.16	0	0.06	0	0.04	0	0.05	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	0	0.03	0	0.05	0	0.05	0	0.02	0	0.04	0	0.05	0	0.02	1	1.21	0	0.02	0	0.10	0	0.05	0	0.02	0	0.03	3	1.26	0	0.04	0	0.11	0	0.03	0	0.03	0	0.07	0	0.03	0	0.01	0	0.03	0	0.01	0	0.04	0	0.02	0	0.01	0	0.06	0	0.02	0	0.02
функции	6	0	0.01	1	0.85	0	0.03	0	0.03	0	0.10	0	0.05	0	0.01	0	0.01	0	0.03	0	0.12	2	1.41	0	0.04	0	0.16	0	0.06	0	0.04	0	0.05	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	0	0.03	1	0.98	0	0.05	0	0.02	0	0.04	0	0.05	0	0.02	0	0.03	0	0.02	0	0.10	0	0.05	0	0.02	0	0.03	0	-0.48	0	0.04	0	0.11	0	0.03	0	0.03	0	0.07	0	0.03	0	0.01	0	0.03	0	0.01	0	0.04	0	0.02	0	0.01	0	0.06	0	0.02	2	3.16
своему	6	0	0.01	1	0.85	0	0.03	0	0.03	0	0.10	0	0.05	0	0.01	0	0.01	0	0.03	1	0.68	0	0.15	0	0.04	1	0.58	0	0.06	0	0.04	0	0.05	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	1	1.23	0	0.05	0	0.05	0	0.02	0	0.04	0	0.05	0	0.02	0	0.03	0	0.02	0	0.10	0	0.05	0	0.02	0	0.03	2	0.69	0	0.04	0	0.11	0	0.03	0	0.03	0	0.07	0	0.03	0	0.01	0	0.03	0	0.01	0	0.04	0	0.02	0	0.01	0	0.06	0	0.02	0	0.02
насос	6	0	0.01	0	0.07	1	1.15	0	0.03	1	0.73	0	0.05	0	0.01	0	0.01	0	0.03	0	0.12	0	0.15	0	0.04	0	0.16	0	0.06	0	0.04	0	0.05	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	0	0.03	0	0.05	0	0.05	0	0.02	0	0.04	0	0.05	0	0.02	0	0.03	0	0.02	1	0.73	0	0.05	0	0.02	0	0.03	0	-0.48	0	0.04	0	0.11	0	0.03	0	0.03	0	0.07	1	1.23	0	0.01	0	0.03	0	0.01	1	1.09	0	0.02	0	0.01	0	0.06	1	1.29	0	0.02
начинает	6	0	0.01	0	0.07	1	1.15	0	0.03	1	0.73	0	0.05	0	0.01	0	0.01	1	1.24	0	0.12	0	0.15	0	0.04	0	0.16	0	0.06	0	0.04	0	0.05	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	0	0.03	0	0.05	0	0.05	0	0.02	0	0.04	0	0.05	1	1.43	0	0.03	0	0.02	1	0.73	1	0.99	0	0.02	0	0.03	0	-0.48	0	0.04	0	0.11	0	0.03	0	0.03	0	0.07	0	0.03	0	0.01	0	0.03	0	0.01	0	0.04	0	0.02	0	0.01	0	0.06	0	0.02	0	0.02
снова	6	0	0.01	0	0.07	1	1.15	0	0.03	0	0.10	1	0.99	0	0.01	0	0.01	0	0.03	0	0.12	0	0.15	3	4.04	0	0.16	0	0.06	0	0.04	0	0.05	1	0.66	0	0.00	0	0.07	0	0.00	0	0.00	0	0.03	0	0.05	0	0.05	0	0.02	0	0.04	0	0.05	0	0.02	0	0.03	0	0.02	0	0.10	0	0.05	0	0.02	0	0.03	0	-0.48	0	0.04	0	0.11	0	0.03	0	0.03	0	0.07	0	0.03	0	0.01	0	0.03	0	0.01	0	0.04	0	0.02	0	0.01	0	0.06	0	0.02	0	0.02
двух	6	0	0.01	0	0.07	0	0.03	1	1.23	0	0.10	0	0.05	0	0.01	0	0.01	0	0.03	0	0.12	0	0.15	0	0.04	0	0.16	0	0.06	1	1.09	0	0.05	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	0	0.03	0	0.05	2	2.35	0	0.02	0	0.04	0	0.05	0	0.02	0	0.03	0	0.02	0	0.10	0	0.05	0	0.02	0	0.03	0	-0.48	0	0.04	0	0.11	0	0.03	0	0.03	0	0.07	2	2.82	0	0.01	0	0.03	0	0.01	0	0.04	0	0.02	0	0.01	0	0.06	0	0.02	0	0.02
стенки	6	0	0.01	0	0.07	0	0.03	2	2.82	0	0.10	0	0.05	0	0.01	0	0.01	0	0.03	0	0.12	1	0.59	0	0.04	0	0.16	0	0.06	1	1.09	0	0.05	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	0	0.03	1	0.98	0	0.05	0	0.02	0	0.04	0	0.05	0	0.02	0	0.03	0	0.02	0	0.10	0	0.05	0	0.02	0	0.03	0	-0.48	0	0.04	0	0.11	0	0.03	0	0.03	0	0.07	1	1.23	0	0.01	0	0.03	0	0.01	0	0.04	0	0.02	0	0.01	0	0.06	0	0.02	0	0.02
системой	6	0	0.01	0	0.07	0	0.03	2	2.82	0	0.10	0	0.05	0	0.01	0	0.01	0	0.03	0	0.12	0	0.15	0	0.04	0	0.16	0	0.06	0	0.04	0	0.05	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	0	0.03	1	0.98	0	0.05	0	0.02	0	0.04	1	1.01	0	0.02	1	1.21	0	0.02	0	0.10	0	0.05	0	0.02	0	0.03	0	-0.48	1	1.03	0	0.11	0	0.03	0	0.03	0	0.07	0	0.03	0	0.01	0	0.03	0	0.01	0	0.04	0	0.02	0	0.01	0	0.06	0	0.02	0	0.02
кислородом	6	0	0.01	0	0.07	0	0.03	2	2.82	0	0.10	0	0.05	0	0.01	0	0.01	0	0.03	0	0.12	0	0.15	0	0.04	0	0.16	0	0.06	0	0.04	0	0.05	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	1	1.23	0	0.05	0	0.05	0	0.02	0	0.04	0	0.05	0	0.02	0	0.03	0	0.02	0	0.10	0	0.05	1	1.45	0	0.03	0	-0.48	0	0.04	0	0.11	0	0.03	0	0.03	1	0.86	1	1.23	0	0.01	0	0.03	0	0.01	0	0.04	0	0.02	0	0.01	0	0.06	0	0.02	0	0.02
полостей	6	0	0.01	0	0.07	0	0.03	0	0.03	2	1.73	0	0.05	0	0.01	0	0.01	0	0.03	0	0.12	0	0.15	0	0.04	0	0.16	0	0.06	2	2.52	0	0.05	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	0	0.03	0	0.05	0	0.05	0	0.02	0	0.04	0	0.05	0	0.02	0	0.03	0	0.02	2	1.73	0	0.05	0	0.02	0	0.03	0	-0.48	0	0.04	0	0.11	0	0.03	0	0.03	0	0.07	0	0.03	0	0.01	0	0.03	0	0.01	0	0.04	0	0.02	0	0.01	0	0.06	0	0.02	0	0.02
само	6	0	0.01	0	0.07	0	0.03	0	0.03	1	0.73	0	0.05	0	0.01	0	0.01	0	0.03	0	0.12	0	0.15	0	0.04	0	0.16	1	0.94	0	0.04	1	0.98	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	0	0.03	0	0.05	1	1.01	0	0.02	0	0.04	0	0.05	0	0.02	0	0.03	0	0.02	1	0.73	0	0.05	0	0.02	0	0.03	0	-0.48	0	0.04	0	0.11	0	0.03	0	0.03	0	0.07	0	0.03	0	0.01	0	0.03	0	0.01	0	0.04	0	0.02	0	0.01	0	0.06	1	1.29	0	0.02
правой	6	0	0.01	0	0.07	0	0.03	0	0.03	1	0.73	0	0.05	0	0.01	0	0.01	0	0.03	0	0.12	0	0.15	0	0.04	0	0.16	0	0.06	1	1.09	0	0.05	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	0	0.03	0	0.05	1	1.01	0	0.02	2	2.56	0	0.05	0	0.02	0	0.03	0	0.02	1	0.73	0	0.05	0	0.02	0	0.03	0	-0.48	0	0.04	0	0.11	0	0.03	0	0.03	0	0.07	0	0.03	0	0.01	0	0.03	0	0.01	0	0.04	0	0.02	0	0.01	0	0.06	0	0.02	0	0.02
называют	6	0	0.01	0	0.07	0	0.03	0	0.03	1	0.73	0	0.05	0	0.01	0	0.01	0	0.03	0	0.12	0	0.15	0	0.04	0	0.16	0	0.06	0	0.04	0	0.05	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	0	0.03	0	0.05	0	0.05	0	0.02	0	0.04	1	1.01	0	0.02	2	2.77	0	0.02	1	0.73	1	0.99	0	0.02	0	0.03	0	-0.48	0	0.04	0	0.11	0	0.03	0	0.03	0	0.07	0	0.03	0	0.01	0	0.03	0	0.01	0	0.04	0	0.02	0	0.01	0	0.06	0	0.02	0	0.02
внутренний	6	0	0.01	0	0.07	0	0.03	0	0.03	1	0.73	0	0.05	0	0.01	0	0.01	0	0.03	1	0.68	0	0.15	0	0.04	0	0.16	0	0.06	1	1.09	0	0.05	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	0	0.03	0	0.05	0	0.05	0	0.02	1	1.11	1	1.01	0	0.02	0	0.03	0	0.02	1	0.73	0	0.05	0	0.02	0	0.03	0	-0.48	0	0.04	0	0.11	0	0.03	0	0.03	0	0.07	0	0.03	0	0.01	0	0.03	0	0.01	0	0.04	0	0.02	0	0.01	0	0.06	0	0.02	0	0.02
Схема	6	0	0.01	0	0.07	0	0.03	0	0.03	1	0.73	0	0.05	0	0.01	0	0.01	0	0.03	0	0.12	0	0.15	0	0.04	0	0.16	0	0.06	2	2.52	0	0.05	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	0	0.03	2	2.30	0	0.05	0	0.02	0	0.04	0	0.05	0	0.02	0	0.03	0	0.02	1	0.73	0	0.05	0	0.02	0	0.03	0	-0.48	0	0.04	0	0.11	0	0.03	0	0.03	0	0.07	0	0.03	0	0.01	0	0.03	0	0.01	0	0.04	0	0.02	0	0.01	0	0.06	0	0.02	0	0.02
движения	6	0	0.01	0	0.07	0	0.03	0	0.03	1	0.73	0	0.05	0	0.01	0	0.01	0	0.03	0	0.12	1	0.59	0	0.04	0	0.16	1	0.94	0	0.04	0	0.05	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	0	0.03	0	0.05	2	2.35	0	0.02	0	0.04	0	0.05	0	0.02	0	0.03	0	0.02	1	0.73	0	0.05	0	0.02	0	0.03	0	-0.48	0	0.04	0	0.11	0	0.03	0	0.03	0	0.07	0	0.03	0	0.01	0	0.03	0	0.01	0	0.04	0	0.02	0	0.01	0	0.06	0	0.02	0	0.02
возвращается	6	0	0.01	0	0.07	0	0.03	0	0.03	1	0.73	0	0.05	0	0.01	0	0.01	0	0.03	0	0.12	0	0.15	0	0.04	0	0.16	0	0.06	1	1.09	0	0.05	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	0	0.03	0	0.05	0	0.05	0	0.02	0	0.04	0	0.05	0	0.02	1	1.21	1	1.35	1	0.73	0	0.05	0	0.02	0	0.03	0	-0.48	0	0.04	0	0.11	0	0.03	0	0.03	1	0.86	0	0.03	0	0.01	0	0.03	0	0.01	0	0.04	0	0.02	0	0.01	0	0.06	0	0.02	0	0.02
большой	6	0	0.01	0	0.07	0	0.03	0	0.03	1	0.73	0	0.05	0	0.01	0	0.01	0	0.03	0	0.12	0	0.15	0	0.04	1	0.58	0	0.06	0	0.04	0	0.05	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	0	0.03	1	0.98	0	0.05	0	0.02	0	0.04	0	0.05	0	0.02	1	1.21	0	0.02	1	0.73	0	0.05	0	0.02	0	0.03	0	-0.48	0	0.04	0	0.11	0	0.03	0	0.03	0	0.07	0	0.03	0	0.01	0	0.03	0	0.01	0	0.04	1	1.45	0	0.01	0	0.06	0	0.02	0	0.02
области	6	0	0.01	0	0.07	0	0.03	0	0.03	1	0.73	0	0.05	0	0.01	0	0.01	1	1.24	1	0.68	0	0.15	0	0.04	0	0.16	0	0.06	0	0.04	0	0.05	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	0	0.03	1	0.98	0	0.05	0	0.02	0	0.04	0	0.05	0	0.02	0	0.03	0	0.02	1	0.73	1	0.99	0	0.02	0	0.03	0	-0.48	0	0.04	0	0.11	0	0.03	0	0.03	0	0.07	0	0.03	0	0.01	0	0.03	0	0.01	0	0.04	0	0.02	0	0.01	0	0.06	0	0.02	0	0.02
еще	6	0	0.01	0	0.07	0	0.03	0	0.03	1	0.73	0	0.05	0	0.01	0	0.01	0	0.03	0	0.12	0	0.15	0	0.04	1	0.58	0	0.06	0	0.04	0	0.05	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	0	0.03	0	0.05	0	0.05	0	0.02	0	0.04	0	0.05	0	0.02	1	1.21	0	0.02	1	0.73	0	0.05	0	0.02	0	0.03	1	0.40	0	0.04	0	0.11	0	0.03	0	0.03	0	0.07	0	0.03	0	0.01	0	0.03	0	0.01	0	0.04	0	0.02	1	1.50	0	0.06	0	0.02	0	0.02
вена	6	0	0.01	0	0.07	0	0.03	0	0.03	1	0.73	0	0.05	0	0.01	0	0.01	0	0.03	0	0.12	4	3.85	0	0.04	0	0.16	0	0.06	0	0.04	0	0.05	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	0	0.03	0	0.05	0	0.05	0	0.02	0	0.04	0	0.05	0	0.02	0	0.03	0	0.02	1	0.73	0	0.05	0	0.02	0	0.03	0	-0.48	0	0.04	0	0.11	0	0.03	0	0.03	0	0.07	0	0.03	0	0.01	0	0.03	0	0.01	0	0.04	0	0.02	0	0.01	0	0.06	0	0.02	0	0.02
операции	6	0	0.01	0	0.07	0	0.03	0	0.03	2	1.73	0	0.05	0	0.01	0	0.01	0	0.03	0	0.12	0	0.15	0	0.04	0	0.16	0	0.06	0	0.04	0	0.05	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	0	0.03	0	0.05	0	0.05	0	0.02	0	0.04	0	0.05	0	0.02	0	0.03	0	0.02	2	1.73	1	0.99	0	0.02	0	0.03	0	-0.48	0	0.04	0	0.11	0	0.03	0	0.03	1	0.86	0	0.03	0	0.01	0	0.03	0	0.01	0	0.04	0	0.02	0	0.01	0	0.06	0	0.02	0	0.02
условиях	6	0	0.01	0	0.07	0	0.03	0	0.03	1	0.73	0	0.05	0	0.01	0	0.01	0	0.03	0	0.12	2	1.41	0	0.04	0	0.16	0	0.06	0	0.04	0	0.05	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	0	0.03	0	0.05	0	0.05	0	0.02	0	0.04	0	0.05	0	0.02	0	0.03	1	1.35	1	0.73	0	0.05	0	0.02	0	0.03	0	-0.48	0	0.04	0	0.11	0	0.03	0	0.03	0	0.07	0	0.03	0	0.01	0	0.03	0	0.01	0	0.04	0	0.02	0	0.01	0	0.06	0	0.02	1	1.39
были	6	0	0.01	0	0.07	0	0.03	0	0.03	0	0.10	1	0.99	0	0.01	0	0.01	0	0.03	0	0.12	0	0.15	0	0.04	0	0.16	1	0.94	0	0.04	0	0.05	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	0	0.03	0	0.05	0	0.05	0	0.02	0	0.04	0	0.05	0	0.02	0	0.03	0	0.02	0	0.10	0	0.05	0	0.02	0	0.03	4	2.08	0	0.04	0	0.11	0	0.03	0	0.03	0	0.07	0	0.03	0	0.01	0	0.03	0	0.01	0	0.04	0	0.02	0	0.01	0	0.06	0	0.02	0	0.02
котором	6	0	0.01	0	0.07	0	0.03	0	0.03	0	0.10	1	0.99	0	0.01	0	0.01	0	0.03	1	0.68	0	0.15	0	0.04	1	0.58	0	0.06	0	0.04	0	0.05	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	0	0.03	0	0.05	0	0.05	0	0.02	0	0.04	0	0.05	0	0.02	0	0.03	1	1.35	0	0.10	0	0.05	0	0.02	0	0.03	0	-0.48	0	0.04	0	0.11	0	0.03	0	0.03	1	0.86	0	0.03	0	0.01	0	0.03	0	0.01	1	1.09	0	0.02	0	0.01	0	0.06	0	0.02	0	0.02
коронарных	6	0	0.01	0	0.07	0	0.03	0	0.03	0	0.10	1	0.99	0	0.01	0	0.01	0	0.03	0	0.12	1	0.59	0	0.04	0	0.16	0	0.06	0	0.04	0	0.05	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	1	1.23	0	0.05	0	0.05	0	0.02	0	0.04	0	0.05	0	0.02	1	1.21	0	0.02	0	0.10	0	0.05	0	0.02	0	0.03	0	-0.48	0	0.04	0	0.11	0	0.03	0	0.03	1	0.86	1	1.23	0	0.01	0	0.03	0	0.01	0	0.04	0	0.02	0	0.01	0	0.06	0	0.02	0	0.02
Какие	6	0	0.01	0	0.07	0	0.03	0	0.03	0	0.10	0	0.05	1	1.62	0	0.01	0	0.03	0	0.12	0	0.15	0	0.04	0	0.16	0	0.06	0	0.04	0	0.05	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	0	0.03	0	0.05	0	0.05	0	0.02	0	0.04	0	0.05	0	0.02	0	0.03	0	0.02	0	0.10	0	0.05	0	0.02	0	0.03	0	-0.48	2	2.40	0	0.11	0	0.03	0	0.03	0	0.07	0	0.03	0	0.01	0	0.03	0	0.01	0	0.04	0	0.02	0	0.01	3	3.60	0	0.02	0	0.02
действительно	6	0	0.01	0	0.07	0	0.03	0	0.03	0	0.10	0	0.05	0	0.01	1	1.84	0	0.03	0	0.12	0	0.15	0	0.04	3	2.44	0	0.06	0	0.04	0	0.05	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	0	0.03	0	0.05	0	0.05	0	0.02	0	0.04	0	0.05	0	0.02	0	0.03	0	0.02	0	0.10	2	2.32	0	0.02	0	0.03	0	-0.48	0	0.04	0	0.11	0	0.03	0	0.03	0	0.07	0	0.03	0	0.01	0	0.03	0	0.01	0	0.04	0	0.02	0	0.01	0	0.06	0	0.02	0	0.02
принимает	6	0	0.01	0	0.07	0	0.03	0	0.03	0	0.10	0	0.05	0	0.01	0	0.01	3	4.71	0	0.12	0	0.15	0	0.04	0	0.16	0	0.06	0	0.04	0	0.05	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	0	0.03	0	0.05	0	0.05	0	0.02	0	0.04	0	0.05	0	0.02	0	0.03	0	0.02	0	0.10	1	0.99	0	0.02	1	1.15	0	-0.48	0	0.04	1	0.69	0	0.03	0	0.03	0	0.07	0	0.03	0	0.01	0	0.03	0	0.01	0	0.04	0	0.02	0	0.01	0	0.06	0	0.02	0	0.02
дам	6	0	0.01	0	0.07	0	0.03	0	0.03	0	0.10	0	0.05	0	0.01	0	0.01	0	0.03	3	2.84	0	0.15	0	0.04	0	0.16	0	0.06	0	0.04	0	0.05	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	0	0.03	0	0.05	0	0.05	0	0.02	0	0.04	0	0.05	0	0.02	0	0.03	0	0.02	0	0.10	0	0.05	0	0.02	3	4.42	0	-0.48	0	0.04	0	0.11	0	0.03	0	0.03	0	0.07	0	0.03	0	0.01	0	0.03	0	0.01	0	0.04	0	0.02	0	0.01	0	0.06	0	0.02	0	0.02
себе	6	0	0.01	0	0.07	0	0.03	0	0.03	0	0.10	0	0.05	0	0.01	0	0.01	0	0.03	1	0.68	0	0.15	0	0.04	2	1.37	0	0.06	0	0.04	2	2.30	0	0.12	0	0.00	0	0.07	0	0.00	0	0.00	0	0.03	0	0.05	0	0.05	0	0.02	0	0.04	0	0.05	0	0.02	0	0.03	0	0.02	0	0.10	1	0.99	0	0.02	0	0.03	0	-0.48	0	0.04	0	0.11	0	0.03	0	0.03	0	0.07	0	0.03	0	0.01	0	0.03	0	0.01	0	0.04	0	0.02	0	0.01	0	0.06	0	0.02	0	0.02
хорошо	6	0	0.01	0	0.07	0	0.03	0	0.03	0	0.10	0	0.05	0	0.01	0	0.01	0	0.03	1	0.68	0	0.15	0	0.04	1	0.58	0	0.06	0	0.04	0	0.05	0	0.12	0	0.00	0	0.07	1	1.95	0	0.00	0	0.03	0	0.05	0	0.05	0	0.02	2	2.56	0	0.05	0	0.02	0	0.03	0	0.02	0	0.10	0	0.05	0	0.02	0	0.03	0	-0.48	0	0.04	0	0.11	0	0.03	0	0.03	0	0.07	0	0.03	0	0.01	1	1.20	0	0.01	0	0.04	0	0.02	0	0.01	0	0.06	0	0.02	0	0.02
